,,,,,,,|----Ion Chromatography---|,,,,,,ICP Majors,,,,,,ICP Minors,,,,,,,,,,,,,,,,,,,ICP-MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PO4-P,NPOC,TN,F-,Cl-,Br-,NO3-,SO4=,,Ca,K,Mg ,Na,S,,Al  ,As,B,Cd,Co,Cr,Cu,Fe,Mn,Mo,Ni,P,Pb,Sb,Se,Si,Sr,Zn,,Li,Sc,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U
Lab. ID,Sample ID,,,mg/L,mg/L,mg/L,mg/l,mg/l,mg/l,mg/l,mg/l,,mg/L,mg/L,mg/L,mg/L,mg/L,,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,MXSCSJT0008D CAT,,,,,,,,,,,55,3.5,18,82,26,,<0.05,<0.05,0.06,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,17,0.30,<0.05,,20.2,2.21,0.51,<0.2,51.3,2,0.08,0.9,1.1,17.9,<0.1,<0.2,5.7,1.4,7.2,344.2,0.42,<0.05,<0.1,50.0,<0.2,<0.1,<0.05,<0.2,9.2,<0.4,0.31,37.6,0.10,0.08,<0.05,0.09,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,1.9,<0.1,0.2,<0.1,<0.1,17.52
24,,MXSCSJT0008B CAT,,,,,,,,,,,<0.1,<0.2,<0.1,<0.2,<0.2,,<0.05,<0.05,0.52,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,0.3,<0.05,<0.05,,<0.2,<0.05,<0.05,<0.2,0.3,7,<0.05,0.3,0.9,6.0,<0.1,<0.2,<0.2,<0.2,<0.2,0.41,<0.05,<0.05,<0.1,<0.2,<0.2,<0.1,<0.05,<0.2,<0.1,<0.4,<0.05,<0.2,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,0.3,<0.1,<0.1,<0.05
25,,20 TM25.5,,,,,,,,,,,14,<0.2,3.8,4.3,3.7,,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,0.2,0.07,0.08,,19.8,<0.05,28.98,26.0,24.6,21,29.82,16.2,28.2,86.0,<0.1,<0.2,28.3,38.4,0.5,77.23,<0.05,<0.05,<0.1,29.3,20.5,25.2,0.12,25.4,24.8,<0.4,<0.05,27.7,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,29.7,26.7,21.1,<0.1,24.93
26,20 HML ,,,0.018,3.3,2.5,0.27,71,0.10,8.7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MXSCSJT0020 AN,MXSCSJT0020 CAT,,0.027,4.3,3.2,0.8,1936,8.4,9.5,419,,176,31,222,744,123,,<0.05,<0.05,0.65,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,19,3.2,0.72,,26.7,2.6,3.0,0.4,2.4,11,0.1,3.7,<0.4,872,<0.2,<0.4,<0.4,4.8,5.0,,0.1,<0.1,<0.2,0.6,<0.4,<0.2,<0.1,<0.4,<0.2,<0.8,<0.1,38.8,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,66.8
28,MXSCSJT0021 AN,MXSCSJT0021 CAT,,0.021,7.3,0.5,0.7,1010,4.5,<0.2,1704,,187,38,215,823,453,,<0.05,<0.05,0.82,<0.05,<0.05,<0.05,<0.05,1.3,0.17,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,10,3.5,<0.05,,37.9,1.4,<0.1,<0.4,200,335,4.4,18.1,<0.4,19,<0.2,<0.4,0.6,0.6,10.0,,1.3,0.7,<0.2,<0.4,<0.4,<0.2,<0.1,<0.4,1.8,<0.8,7.5,15.5,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,5.4
29,MXSCSJT0022 AN,MXSCSJT0022 CAT,,0.021,9.6,0.6,0.4,750,3.3,<0.2,911,,171,24,188,478,266,,<0.05,<0.05,0.43,<0.05,<0.05,<0.05,<0.05,<0.1,0.34,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,11,2.6,<0.05,,27.9,1.47,<0.05,<0.2,401.3,10,1.20,8.1,0.3,16.1,<0.1,0.5,<0.2,<0.2,13.1,,1.14,0.48,<0.1,<0.2,<0.2,<0.1,<0.05,<0.2,1.7,<0.4,7.78,16.1,0.08,0.13,<0.05,0.07,<0.05,<0.05,<0.05,<0.05,0.06,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,1.89
30,MXSCSJT0023 AN,MXSCSJT0023 CAT,,0.022,5.1,5.0,0.5,1325,5.0,14.5,1508,,227,30,163,930,408,,<0.05,<0.05,0.51,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,7.6,1.7,<0.05,,764,1.1,1.4,0.7,7.4,3,0.1,2.4,2.3,62,<0.2,<0.4,2.2,0.9,88.7,,0.1,0.4,<0.2,19.4,<0.4,<0.2,<0.1,<0.4,1.8,<0.8,205,37.9,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,1.5,<0.2,<0.4,<0.2,<0.2,1446
31,MXSCSJT0024 AN,MXSCSJT0024 CAT,,0.022,3.6,0.5,<0.5,3104,11,<0.5,988,,110,64,248,1834,292,,<0.05,<0.05,0.84,<0.05,<0.05,<0.05,<0.05,0.3,0.17,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,5.1,1.7,<0.05,,139,1.0,0.5,<1,227.5,112,0.9,2,<1,17,<0.5,<1,3,<1,85,,0.3,2.1,<0.5,<1,<1,<0.5,<0.3,<1,<0.5,<2,1.9,28,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,51.5
32,MXSCSJT0025 AN,MXSCSJT0025 CAT,,0.030,8.5,0.7,0.7,4734,16,<0.5,3410,,632,88,452,2091,963,,<0.05,<0.05,0.64,<0.05,<0.05,<0.05,<0.05,12,2.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,15,4.7,<0.05,,972,2.9,<0.3,<1,,,2.2,2,<1,15,<0.5,1,23,<1,128,,<0.3,<0.3,<0.5,6,<1,<0.5,<0.3,<1,<0.5,<2,65.6,40,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,92.1
33,MXSCSJT0026 AN,MXSCSJT0026 CAT,,0.026,5.2,0.4,0.6,5150,18,<0.5,3373,,585,80,498,2297,963,,<0.05,0.10,0.71,<0.05,<0.05,<0.05,<0.05,2.4,0.99,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,6.3,4.7,0.53,,630,1.4,<0.3,<1,1379.6,685,1.5,18,30,789,<0.5,<1,170,<1,154,,0.7,0.9,<0.5,1,<1,<0.5,<0.3,<1,13.9,<2,138.9,30,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,7.2,<1,<0.5,<0.5,26.8
34,MXSCSJT0027 AN,MXSCSJT0027 CAT,,0.020,13,0.8,4.1,10392,38,0.8,4183,,399,70,900,5889,1344,,<0.05,<0.05,1.4,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,4.8,9.4,<0.05,,349,1.0,<0.5,<2,4,<10,<0.5,14,2,60,<1,<2,<2,2,69,,<0.5,1.2,<1,<2,<2,<1,<0.5,<2,2,<4,75.8,21,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<1,<2,<1,<2,<1,<1,32.4
35,MXSCSJT0028 AN,MXSCSJT0028 CAT,,0.023,4.8,0.5,1.2,3242,13,<0.5,1168,,346,33,433,1178,330,,<0.05,<0.05,0.60,<0.05,<0.05,<0.05,<0.05,0.5,1.6,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,6.7,5.7,<0.05,,50.7,1.2,<0.1,<0.4,2131,141,0.4,1.1,0.1,12,<0.2,<0.4,0.6,<0.4,22.6,,0.5,1.1,<0.2,1.4,<0.4,<0.2,<0.1,<0.4,0.3,<0.8,16.7,24.7,<0.1,0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,8.6
36,MXSCSJT0030 AN,MXSCSJT0030 CAT,,1.4,5.6,37,1.5,144,0.49,81,78,,29,9.9,27,108,25,,<0.05,<0.05,0.34,<0.05,<0.05,<0.05,<0.05,<0.1,0.09,<0.05,<0.05,1.4,<0.05,<0.1,<0.05,9.5,0.6,<0.05,,6.8,1.39,1.64,0.4,91.0,8,0.86,1.7,5.8,24.7,<0.1,<0.2,1.0,2.2,6.9,739.2,<0.05,<0.05,<0.1,0.3,<0.2,<0.1,<0.05,<0.2,0.1,<0.4,2.96,77.6,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,0.78
37,MXSCSJT0031 AN,MXSCSJT0031 CAT,,0.051,3.1,2.3,1.0,2916,13,5.3,1657,,184,41,446,1540,445,,<0.05,<0.05,0.62,<0.05,<0.05,<0.05,<0.05,0.5,0.18,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,20,3.4,<0.05,,108.0,3.3,2.6,<0.4,280,298,1.5,4.6,0.3,53,<0.2,<0.4,1.2,6.6,0.9,,0.3,0.3,<0.2,0.6,<0.4,<0.2,<0.1,<0.4,<0.2,<0.8,<0.1,28.8,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,82.4
38,MXSCSJT0032 AN,MXSCSJT0032 CAT,,0.028,2.4,0.6,0.3,1379,6.1,0.3,418,,162,24,194,624,125,,<0.05,<0.05,0.47,<0.05,<0.05,<0.05,<0.05,<0.1,0.77,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,10,2.7,<0.05,,48.6,1.81,0.29,<0.2,921,33,0.07,1.0,0.4,14.4,<0.1,<0.2,0.4,<0.2,4.9,,0.15,0.60,<0.1,1.8,<0.2,<0.1,<0.05,<0.2,1.4,<0.4,0.21,171,<0.05,0.06,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,1.8,<0.1,<0.2,<0.1,<0.1,66.93
39,MXSCSJT0033 AN,MXSCSJT0033 CAT,,0.024,3.0,0.9,0.3,1381,6.1,0.3,419,,163,24,194,624,125,,<0.05,<0.05,0.47,<0.05,<0.05,<0.05,<0.05,<0.1,0.77,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,10,2.7,<0.05,,45.5,1.77,0.33,0.1,930,23,0.11,1.0,<0.2,10.7,<0.1,<0.2,0.4,<0.2,5.3,,0.14,0.80,<0.1,1.8,<0.2,<0.1,<0.05,<0.2,1.6,<0.4,0.21,175,<0.05,0.06,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,1.8,<0.1,<0.2,<0.1,<0.1,67.88
40,MXSCSJT0034 AN,MXSCSJT0034 CAT,,0.022,4.6,0.4,1.3,1538,6.5,0.1,598,,57,45,135,928,175,,<0.05,<0.05,1.3,<0.05,<0.05,<0.05,<0.05,<0.1,0.27,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,6.6,1.9,0.06,,26.4,1.2,0.2,<0.4,320.7,<5,2.6,2.5,0.3,77,<0.2,<0.4,0.9,<0.4,16.1,,<0.1,0.2,<0.2,2.7,<0.4,<0.2,<0.1,<0.4,1.5,<0.8,5.2,64.7,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,0.8,<0.2,3.0,<0.2,<0.2,2.6
41,MXNCLJD0001 AN,MXNCLJD0001 CAT,,0.125,5.4,21,<1,5882,21,55,2474,,330,69,621,3084,800,,<0.05,<0.05,0.50,<0.05,<0.05,<0.05,0.06,0.5,0.66,<0.05,<0.05,0.3,<0.05,<0.1,<0.05,4.5,6.5,0.77,,269,1.1,0.6,<1,932,235,14.1,25,69,1152,<0.5,<1,2,<1,139,,<0.3,<0.3,<0.5,16,<1,<0.5,<0.3,<1,5.5,<2,176.6,48,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,0.6
42,MXNCLJD0002 AN,MXNCLJD0002 CAT,,0.112,9.0,6.5,<1,5971,19,<1,2065,,197,84,343,3223,632,,<0.05,<0.05,0.68,<0.05,<0.05,<0.05,<0.05,<0.1,0.13,<0.05,<0.05,0.3,<0.05,<0.1,<0.05,4.1,5.2,<0.05,,208,1.0,<0.3,2,187.4,33,0.3,2,<1,26,<0.5,<1,<1,<1,124,,<0.3,1.9,<0.5,<1,<1,<0.5,<0.3,<1,<0.5,<2,289.4,21,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,1,<0.5,<0.5,<0.3
43,MXNCLJD0004 AN,MXNCLJD0003 CAT,,0.029,9.6,0.6,0.4,1027,5.1,<0.2,496,,118,38,120,758,142,,<0.05,<0.05,1.2,<0.05,<0.05,<0.05,<0.05,<0.1,0.18,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,9.3,1.6,0.06,,86.6,1.7,0.4,<0.4,219,13,0.1,1.8,32.5,77,<0.2,<0.4,<0.4,0.7,12.3,,<0.1,1.4,<0.2,0.5,<0.4,<0.2,<0.1,<0.4,0.3,<0.8,5.9,18.8,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,0.9,<0.2,<0.2,20.9
44,MXNCLJD0005 AN,MXNCLJD0005 CAT,,0.023,4.0,0.3,<2,17546,55,<2,8692,,487,204,1627,8645,2484,,<0.05,<0.05,1.3,<0.05,<0.05,<0.05,<0.05,<0.1,0.25,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,4.6,11,0.06,,524,1.3,<0.8,<3,412,<20,15.6,16,<3,112,<2,<3,<3,9,216,,<0.8,<0.8,<2,<3,<3,<2,<0.8,<3,<2,<6,87.2,47,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<2,<3,<2,<3,<2,<2,6.9
45,MXNCLJD0006 AN,MXNCLJD0006 CAT,,0.030,8.9,1.7,<1,8019,20,1.4,3654,,446,78,891,3497,1063,,<0.05,<0.05,0.44,<0.05,<0.05,<0.05,<0.05,4.8,0.88,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,6.3,7.3,<0.05,,253,1.7,<0.3,<1,1541,2943,0.8,3,<1,20,<0.5,<1,<1,<1,70,,0.7,5.9,<0.5,<1,<1,<0.5,<0.3,<1,<0.5,<2,24.5,44,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,4.7
46,MXNCLJD0007 AN,MXNCLJD0007 CAT,,0.035,7.4,9.9,<2,10192,34,<2,1012,,5.1,236,411,6187,239,,<0.05,<0.05,0.37,<0.05,<0.05,<0.05,<0.05,<0.1,0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,1.6,0.19,<0.05,,15,1.2,<0.5,<2,69,55,<0.5,2,<2,20,<1,3,81,<2,87,326,<0.5,2.9,<1,16,<2,<1,<0.5,<2,5,<4,<0.5,10,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,3,3,<1,<2,<1,<1,<0.5
47,MXNCLJD0007D  AN,,,0.035,7.7,9.4,<2,10190,34,<2,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MXNCLJD0007B  AN,,,0.014,0.7,0.1,<0.05,0.3,<0.05,<0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,MXNCLJD0005D CAT,,,,,,,,,,,494,205,1559,8433,2404,,<0.05,<0.05,1.2,<0.05,<0.05,<0.05,<0.05,<0.1,0.25,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,4.5,11,0.06,,509,1.3,<0.8,<3,415,<20,15.3,16,<3,122,<2,<3,<3,9,212,,<0.8,<0.8,<2,<3,<3,<2,<0.8,<3,<2,<6,92.4,47,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<0.8,<2,<3,<2,<3,<2,<2,6.8
50,,MXNCLJD0005B CAT,,,,,,,,,,,<0.1,<0.2,<0.1,<0.2,<0.2,,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,<0.05,<0.05,<0.05,,<0.2,<0.05,<0.05,<0.2,<0.1,1,<0.05,0.2,0.2,4.5,<0.1,<0.2,<0.2,<0.2,<0.2,<0.05,<0.05,<0.05,<0.1,<0.2,<0.2,<0.1,<0.05,<0.2,<0.1,<0.4,<0.05,<0.2,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,<0.05
51,,20 TM25.5 ,,,,,,,,,,,14,0.4,3.7,4.3,3.7,,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,0.2,0.07,0.08,,21.0,0.05,29.23,25.6,26.0,21,29.84,15.9,27.8,86.4,<0.1,<0.2,29.5,36.6,0.6,78.51,<0.05,<0.05,<0.1,29.4,20.5,25.7,0.14,27.0,27.0,<0.4,<0.05,29.9,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,30.4,27.5,21.9,<0.1,26.11
52,20 HML.2,,,0.017,2.0,2.9,0.27,71,0.10,8.6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MXNCLJD0008 AN,MXNCLJD0008 CAT,,0.055,5.7,8.5,1.0,810,3.2,23.9,328,,45,17,82,611,88,,<0.05,<0.05,0.83,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,16,0.47,<0.05,,30.4,2.7,0.8,<0.4,1.3,2,<0.1,0.8,1.8,11,<0.2,<0.4,0.7,3.2,16.1,586,<0.1,0.1,<0.2,2.2,<0.4,<0.2,<0.1,<0.4,<0.2,<0.8,2.7,23.2,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,12.2
54,MXNCLJD0009 AN,MXNCLJD0009 CAT,,0.033,3.4,0.4,0.5,560,2.5,0.0,497,,34,26,85,600,147,,<0.05,<0.05,1.3,<0.05,<0.05,<0.05,<0.05,0.9,0.09,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,5.2,0.64,<0.05,,106.6,0.9,<0.1,<0.4,101,247,0.9,2.5,0.5,12,<0.2,<0.4,3.1,<0.4,59.0,778.2,<0.1,0.5,<0.2,<0.4,<0.4,<0.2,<0.1,<0.4,<0.2,<0.8,5.6,27.0,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,7.3
55,MXNCLJD0010 AN,MXNCLJD0010 CAT,,0.017,8.1,0.6,0.0,1.0,0.0,0.0,0.6,,<0.1,<0.2,<0.1,0.3,<0.2,,<0.05,<0.05,0.63,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,0.4,<0.05,<0.05,,<0.2,0.06,<0.05,<0.2,0.4,3,<0.05,<0.2,<0.2,5.2,<0.1,<0.2,<0.2,<0.2,<0.2,0.94,<0.05,<0.05,<0.1,<0.2,<0.2,<0.1,<0.05,<0.2,<0.1,<0.4,<0.05,<0.2,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,<0.05
56,MXNCLJD0012 AN,MXNCLJD0012 CAT,,0.055,2.8,3.2,0.4,612,2.8,2.5,185,,70,31,66,319,59,,<0.05,<0.05,0.60,<0.05,<0.05,<0.05,<0.05,<0.1,0.06,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,17,1.1,<0.05,,5.0,2.63,2.81,0.5,64.1,67,0.12,0.8,<0.2,8.6,<0.1,<0.2,1.4,<0.2,23.0,,<0.05,<0.05,<0.1,0.2,<0.2,<0.1,<0.05,<0.2,0.2,<0.4,0.92,62.1,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,0.47
57,MXNCLJD0013 AN,MXNCLJD0013 CAT,,0.021,12,2.2,0.5,1980,8.1,4.2,441,,153,42,226,721,128,,<0.05,<0.05,0.65,<0.05,<0.05,<0.05,<0.05,<0.1,<0.05,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,7.4,1.8,<0.05,,70.3,1.3,4.0,<0.4,1.4,0,<0.1,0.6,1.1,11,<0.2,<0.4,0.8,1.5,38.0,,<0.1,<0.1,<0.2,<0.4,<0.4,<0.2,<0.1,<0.4,<0.2,<0.8,0.4,25.9,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.2,<0.4,<0.2,<0.4,<0.2,<0.2,20.9
58,MXNCLJD0014 AN,MXNCLJD0014 CAT,,6.7,14,114,0.2,1924,8.0,1.8,198,,212,62,233,653,56,,<0.05,<0.05,0.56,<0.05,<0.05,<0.05,<0.05,<0.1,0.09,<0.05,<0.05,8.0,<0.05,<0.1,<0.05,9.3,2.3,<0.05,,49.5,1.81,1.10,0.6,120,104,<0.05,1.0,<0.2,7.5,<0.1,<0.2,0.9,<0.2,47.9,,<0.05,0.20,<0.1,<0.2,<0.2,<0.1,<0.05,<0.2,<0.1,0.6,1.14,60.1,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.05,<0.1,<0.2,<0.1,<0.2,<0.1,<0.1,1.12
59,MXNCLJD0015 AN,MXNCLJD0015 CAT,,0.126,7.8,36,0.2,3328,14,0.2,5.8,,6.3,61,219,1536,1.1,,<0.05,<0.05,0.71,<0.05,<0.05,<0.05,<0.05,<0.1,0.11,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,0.3,0.14,<0.05,,175,<0.3,<0.3,<1,133.6,12,<0.3,<1,<1,16,<0.5,<1,<1,<1,133,201,<0.3,<0.3,<0.5,4,<1,<0.5,<0.3,<1,<0.5,<2,1.0,8,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,<0.3
60,MXNCLJD0016 AN,MXNCLJD0016 CAT,,0.135,2.7,0.9,0.9,4173,16,0.2,1083,,134,65,349,1804,297,,<0.05,<0.05,0.95,<0.05,<0.05,<0.05,<0.05,<0.1,0.06,<0.05,<0.05,<0.2,<0.05,<0.1,<0.05,4.9,2.3,<0.05,,55,1.1,6.5,<1,85.7,<5,2.0,3,<1,27,<0.5,<1,<1,2,137,,<0.3,<0.3,<0.5,4,<1,<0.5,<0.3,<1,<0.5,<2,8.8,69,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.3,<0.5,<1,<0.5,<1,<0.5,<0.5,29.1
